global_step,epoch,epochs,step,iters,loss,logits_loss,aux_loss,lr,epoch_eta_min
384,1,2,38400,39695,1.9803,1.9803,0.0,0.00028653,3.0
385,1,2,38500,39695,2.0075,2.0075,0.0,0.00028564,2.0
386,1,2,38600,39695,2.0991,2.0991,0.0,0.00028475,2.0
387,1,2,38700,39695,1.9507,1.9507,0.0,0.00028386,2.0
388,1,2,38800,39695,1.9596,1.9596,0.0,0.00028297,2.0
389,1,2,38900,39695,2.1783,2.1783,0.0,0.00028208,1.0
390,1,2,39000,39695,2.0577,2.0577,0.0,0.00028119,1.0
391,1,2,39100,39695,2.1323,2.1323,0.0,0.0002803,1.0
392,1,2,39200,39695,2.0848,2.0848,0.0,0.00027941,1.0
393,1,2,39300,39695,1.9691,1.9691,0.0,0.00027852,0.0
394,1,2,39400,39695,1.9272,1.9272,0.0,0.00027763,0.0
395,1,2,39500,39695,2.1533,2.1533,0.0,0.00027674,0.0
396,1,2,39600,39695,2.2077,2.2077,0.0,0.00027585,0.0
397,1,2,39695,39695,2.0273,2.0273,0.0,0.000275,0.0
398,2,2,100,39695,2.1878,2.1878,0.0,0.00027411,92.0
399,2,2,200,39695,2.1762,2.1762,0.0,0.00027322,92.0
400,2,2,300,39695,2.0525,2.0525,0.0,0.00027233,91.0
401,2,2,400,39695,1.8946,1.8946,0.0,0.00027144,91.0
402,2,2,500,39695,2.0543,2.0543,0.0,0.00027055,91.0
403,2,2,600,39695,1.8909,1.8909,0.0,0.00026966,90.0
404,2,2,700,39695,2.018,2.018,0.0,0.00026877,90.0
405,2,2,800,39695,2.0537,2.0537,0.0,0.00026788,90.0
406,2,2,900,39695,1.9569,1.9569,0.0,0.00026699,90.0
407,2,2,1000,39695,2.125,2.125,0.0,0.0002661,89.0
408,2,2,1100,39695,1.9022,1.9022,0.0,0.00026521,90.0
409,2,2,1200,39695,2.0441,2.0441,0.0,0.00026432,90.0
410,2,2,1300,39695,1.9274,1.9274,0.0,0.00026343,89.0
411,2,2,1400,39695,1.8956,1.8956,0.0,0.00026254,89.0
412,2,2,1500,39695,2.1134,2.1134,0.0,0.00026165,89.0
413,2,2,1600,39695,1.9648,1.9648,0.0,0.00026076,89.0
414,2,2,1700,39695,1.8754,1.8754,0.0,0.00025988,88.0
415,2,2,1800,39695,1.9944,1.9944,0.0,0.00025899,88.0
416,2,2,1900,39695,2.1628,2.1628,0.0,0.0002581,88.0
417,2,2,2000,39695,1.857,1.857,0.0,0.00025721,88.0
418,2,2,2100,39695,2.005,2.005,0.0,0.00025632,88.0
419,2,2,2200,39695,1.9954,1.9954,0.0,0.00025544,87.0
420,2,2,2300,39695,1.9499,1.9499,0.0,0.00025455,87.0
421,2,2,2400,39695,2.0472,2.0472,0.0,0.00025366,87.0
422,2,2,2500,39695,2.0809,2.0809,0.0,0.00025278,87.0
423,2,2,2600,39695,2.0142,2.0142,0.0,0.00025189,86.0
424,2,2,2700,39695,1.8787,1.8787,0.0,0.00025101,86.0
425,2,2,2800,39695,1.8364,1.8364,0.0,0.00025012,86.0
426,2,2,2900,39695,1.8973,1.8973,0.0,0.00024924,86.0
427,2,2,3000,39695,1.9536,1.9536,0.0,0.00024835,85.0
428,2,2,3100,39695,2.0827,2.0827,0.0,0.00024747,85.0
429,2,2,3200,39695,2.1074,2.1074,0.0,0.00024658,85.0
430,2,2,3300,39695,1.8698,1.8698,0.0,0.0002457,85.0
431,2,2,3400,39695,2.02,2.02,0.0,0.00024482,85.0
432,2,2,3500,39695,1.9399,1.9399,0.0,0.00024394,84.0
433,2,2,3600,39695,1.9615,1.9615,0.0,0.00024306,84.0
434,2,2,3700,39695,1.8321,1.8321,0.0,0.00024217,84.0
435,2,2,3800,39695,2.0494,2.0494,0.0,0.00024129,84.0
436,2,2,3900,39695,2.0725,2.0725,0.0,0.00024041,83.0
437,2,2,4000,39695,2.0016,2.0016,0.0,0.00023953,83.0
438,2,2,4100,39695,2.1896,2.1896,0.0,0.00023866,83.0
439,2,2,4200,39695,2.041,2.041,0.0,0.00023778,83.0
440,2,2,4300,39695,2.0795,2.0795,0.0,0.0002369,82.0
441,2,2,4400,39695,1.9595,1.9595,0.0,0.00023602,82.0
442,2,2,4500,39695,1.8591,1.8591,0.0,0.00023515,82.0
443,2,2,4600,39695,2.1341,2.1341,0.0,0.00023427,82.0
444,2,2,4700,39695,2.1267,2.1267,0.0,0.00023339,81.0
445,2,2,4800,39695,2.0225,2.0225,0.0,0.00023252,81.0
446,2,2,4900,39695,2.0221,2.0221,0.0,0.00023165,81.0
447,2,2,5000,39695,1.9782,1.9782,0.0,0.00023077,81.0
448,2,2,5100,39695,2.0341,2.0341,0.0,0.0002299,81.0
449,2,2,5200,39695,2.1302,2.1302,0.0,0.00022903,80.0
450,2,2,5300,39695,2.115,2.115,0.0,0.00022816,80.0
451,2,2,5400,39695,2.0194,2.0194,0.0,0.00022729,80.0
452,2,2,5500,39695,1.97,1.97,0.0,0.00022642,80.0
453,2,2,5600,39695,1.885,1.885,0.0,0.00022555,79.0
454,2,2,5700,39695,2.1164,2.1164,0.0,0.00022468,79.0
455,2,2,5800,39695,2.0499,2.0499,0.0,0.00022381,79.0
456,2,2,5900,39695,1.9438,1.9438,0.0,0.00022294,79.0
457,2,2,6000,39695,2.109,2.109,0.0,0.00022208,78.0
458,2,2,6100,39695,1.976,1.976,0.0,0.00022121,78.0
459,2,2,6200,39695,2.0369,2.0369,0.0,0.00022035,78.0
460,2,2,6300,39695,1.8943,1.8943,0.0,0.00021949,78.0
461,2,2,6400,39695,1.9736,1.9736,0.0,0.00021862,78.0
462,2,2,6500,39695,2.141,2.141,0.0,0.00021776,77.0
463,2,2,6600,39695,2.0399,2.0399,0.0,0.0002169,77.0
464,2,2,6700,39695,1.8269,1.8269,0.0,0.00021604,77.0
465,2,2,6800,39695,2.0156,2.0156,0.0,0.00021518,77.0
466,2,2,6900,39695,1.8644,1.8644,0.0,0.00021433,76.0
467,2,2,7000,39695,2.0776,2.0776,0.0,0.00021347,76.0
468,2,2,7100,39695,1.8874,1.8874,0.0,0.00021261,76.0
469,2,2,7200,39695,2.0416,2.0416,0.0,0.00021176,76.0
470,2,2,7300,39695,1.86,1.86,0.0,0.0002109,76.0
471,2,2,7400,39695,1.9979,1.9979,0.0,0.00021005,75.0
472,2,2,7500,39695,1.907,1.907,0.0,0.0002092,75.0
473,2,2,7600,39695,2.0311,2.0311,0.0,0.00020835,75.0
474,2,2,7700,39695,1.8518,1.8518,0.0,0.0002075,75.0
475,2,2,7800,39695,1.9009,1.9009,0.0,0.00020665,74.0
476,2,2,7900,39695,1.9206,1.9206,0.0,0.0002058,74.0
477,2,2,8000,39695,1.9352,1.9352,0.0,0.00020495,74.0
478,2,2,8100,39695,1.9305,1.9305,0.0,0.00020411,74.0
479,2,2,8200,39695,1.8855,1.8855,0.0,0.00020326,73.0
480,2,2,8300,39695,1.7592,1.7592,0.0,0.00020242,73.0
481,2,2,8400,39695,1.6956,1.6956,0.0,0.00020158,73.0
482,2,2,8500,39695,1.8201,1.8201,0.0,0.00020074,73.0
483,2,2,8600,39695,1.8578,1.8578,0.0,0.0001999,72.0
484,2,2,8700,39695,1.9524,1.9524,0.0,0.00019906,72.0
485,2,2,8800,39695,1.9639,1.9639,0.0,0.00019822,72.0
486,2,2,8900,39695,1.8353,1.8353,0.0,0.00019739,72.0
487,2,2,9000,39695,2.0199,2.0199,0.0,0.00019655,72.0
488,2,2,9100,39695,2.1223,2.1223,0.0,0.00019572,71.0
489,2,2,9200,39695,1.8031,1.8031,0.0,0.00019488,71.0
490,2,2,9300,39695,1.8487,1.8487,0.0,0.00019405,71.0
491,2,2,9400,39695,2.0119,2.0119,0.0,0.00019322,71.0
492,2,2,9500,39695,1.971,1.971,0.0,0.00019239,70.0
493,2,2,9600,39695,1.9757,1.9757,0.0,0.00019157,70.0
494,2,2,9700,39695,2.0063,2.0063,0.0,0.00019074,70.0
495,2,2,9800,39695,1.8247,1.8247,0.0,0.00018992,70.0
496,2,2,9900,39695,2.0626,2.0626,0.0,0.00018909,69.0
497,2,2,10000,39695,1.8634,1.8634,0.0,0.00018827,69.0
498,2,2,10100,39695,1.8136,1.8136,0.0,0.00018745,69.0
499,2,2,10200,39695,1.9648,1.9648,0.0,0.00018663,69.0
500,2,2,10300,39695,2.0519,2.0519,0.0,0.00018581,69.0
501,2,2,10400,39695,1.8947,1.8947,0.0,0.00018499,68.0
502,2,2,10500,39695,1.8204,1.8204,0.0,0.00018418,68.0
503,2,2,10600,39695,1.9201,1.9201,0.0,0.00018336,68.0
504,2,2,10700,39695,1.8079,1.8079,0.0,0.00018255,68.0
505,2,2,10800,39695,2.0382,2.0382,0.0,0.00018174,67.0
506,2,2,10900,39695,2.1196,2.1196,0.0,0.00018093,67.0
507,2,2,11000,39695,2.0776,2.0776,0.0,0.00018012,67.0
508,2,2,11100,39695,1.713,1.713,0.0,0.00017932,67.0
509,2,2,11200,39695,2.1702,2.1702,0.0,0.00017851,66.0
510,2,2,11300,39695,1.8572,1.8572,0.0,0.00017771,66.0
511,2,2,11400,39695,2.0154,2.0154,0.0,0.00017691,66.0
512,2,2,11500,39695,1.8269,1.8269,0.0,0.00017611,66.0
513,2,2,11600,39695,1.7573,1.7573,0.0,0.00017531,65.0
514,2,2,11700,39695,1.898,1.898,0.0,0.00017451,65.0
515,2,2,11800,39695,1.9779,1.9779,0.0,0.00017371,65.0
516,2,2,11900,39695,1.9134,1.9134,0.0,0.00017292,65.0
517,2,2,12000,39695,2.0534,2.0534,0.0,0.00017213,65.0
518,2,2,12100,39695,2.0121,2.0121,0.0,0.00017134,64.0
519,2,2,12200,39695,2.1646,2.1646,0.0,0.00017055,64.0
520,2,2,12300,39695,1.9427,1.9427,0.0,0.00016976,64.0
521,2,2,12400,39695,1.8966,1.8966,0.0,0.00016897,64.0
522,2,2,12500,39695,1.9888,1.9888,0.0,0.00016819,63.0
523,2,2,12600,39695,2.1105,2.1105,0.0,0.00016741,63.0
524,2,2,12700,39695,1.9433,1.9433,0.0,0.00016662,63.0
525,2,2,12800,39695,2.0616,2.0616,0.0,0.00016584,63.0
526,2,2,12900,39695,2.0329,2.0329,0.0,0.00016507,62.0
527,2,2,13000,39695,1.9372,1.9372,0.0,0.00016429,62.0
528,2,2,13100,39695,2.0287,2.0287,0.0,0.00016352,62.0
529,2,2,13200,39695,1.9593,1.9593,0.0,0.00016274,62.0
530,2,2,13300,39695,1.9767,1.9767,0.0,0.00016197,62.0
531,2,2,13400,39695,2.0099,2.0099,0.0,0.0001612,61.0
532,2,2,13500,39695,1.995,1.995,0.0,0.00016044,61.0
533,2,2,13600,39695,2.166,2.166,0.0,0.00015967,61.0
534,2,2,13700,39695,1.9563,1.9563,0.0,0.00015891,61.0
535,2,2,13800,39695,1.7997,1.7997,0.0,0.00015815,60.0
536,2,2,13900,39695,1.8099,1.8099,0.0,0.00015739,60.0
537,2,2,14000,39695,2.0028,2.0028,0.0,0.00015663,60.0
538,2,2,14100,39695,2.0652,2.0652,0.0,0.00015587,60.0
539,2,2,14200,39695,1.8094,1.8094,0.0,0.00015512,59.0
540,2,2,14300,39695,1.8457,1.8457,0.0,0.00015437,59.0
541,2,2,14400,39695,2.0366,2.0366,0.0,0.00015361,59.0
542,2,2,14500,39695,1.7668,1.7668,0.0,0.00015287,59.0
543,2,2,14600,39695,1.899,1.899,0.0,0.00015212,58.0
544,2,2,14700,39695,1.9639,1.9639,0.0,0.00015137,58.0
545,2,2,14800,39695,1.9932,1.9932,0.0,0.00015063,58.0
546,2,2,14900,39695,1.9924,1.9924,0.0,0.00014989,58.0
547,2,2,15000,39695,1.9064,1.9064,0.0,0.00014915,58.0
548,2,2,15100,39695,1.8195,1.8195,0.0,0.00014841,57.0
549,2,2,15200,39695,1.8662,1.8662,0.0,0.00014768,57.0
550,2,2,15300,39695,1.8938,1.8938,0.0,0.00014695,57.0
551,2,2,15400,39695,1.8661,1.8661,0.0,0.00014621,57.0
552,2,2,15500,39695,1.7751,1.7751,0.0,0.00014549,56.0
553,2,2,15600,39695,1.9579,1.9579,0.0,0.00014476,56.0
554,2,2,15700,39695,1.8361,1.8361,0.0,0.00014403,56.0
555,2,2,15800,39695,2.0215,2.0215,0.0,0.00014331,56.0
556,2,2,15900,39695,1.9616,1.9616,0.0,0.00014259,55.0
557,2,2,16000,39695,1.8586,1.8586,0.0,0.00014187,55.0
558,2,2,16100,39695,1.9054,1.9054,0.0,0.00014115,55.0
559,2,2,16200,39695,1.9167,1.9167,0.0,0.00014044,55.0
560,2,2,16300,39695,1.8494,1.8494,0.0,0.00013973,54.0
561,2,2,16400,39695,2.0776,2.0776,0.0,0.00013902,54.0
562,2,2,16500,39695,2.045,2.045,0.0,0.00013831,54.0
563,2,2,16600,39695,2.1003,2.1003,0.0,0.0001376,54.0
564,2,2,16700,39695,2.0242,2.0242,0.0,0.0001369,54.0
565,2,2,16800,39695,1.9213,1.9213,0.0,0.0001362,53.0
566,2,2,16900,39695,2.0212,2.0212,0.0,0.0001355,53.0
567,2,2,17000,39695,1.8266,1.8266,0.0,0.0001348,53.0
568,2,2,17100,39695,2.0498,2.0498,0.0,0.0001341,53.0
569,2,2,17200,39695,1.8236,1.8236,0.0,0.00013341,52.0
570,2,2,17300,39695,1.779,1.779,0.0,0.00013272,52.0
571,2,2,17400,39695,2.1186,2.1186,0.0,0.00013203,52.0
572,2,2,17500,39695,1.8419,1.8419,0.0,0.00013135,52.0
573,2,2,17600,39695,1.8952,1.8952,0.0,0.00013066,51.0
574,2,2,17700,39695,1.9093,1.9093,0.0,0.00012998,51.0
575,2,2,17800,39695,1.9024,1.9024,0.0,0.0001293,51.0
576,2,2,17900,39695,1.8678,1.8678,0.0,0.00012862,51.0
577,2,2,18000,39695,2.0684,2.0684,0.0,0.00012795,50.0
578,2,2,18100,39695,1.7992,1.7992,0.0,0.00012727,50.0
579,2,2,18200,39695,2.0283,2.0283,0.0,0.0001266,50.0
580,2,2,18300,39695,1.8645,1.8645,0.0,0.00012594,50.0
581,2,2,18400,39695,2.0328,2.0328,0.0,0.00012527,50.0
582,2,2,18500,39695,1.9071,1.9071,0.0,0.00012461,49.0
583,2,2,18600,39695,2.0089,2.0089,0.0,0.00012395,49.0
584,2,2,18700,39695,2.0154,2.0154,0.0,0.00012329,49.0
585,2,2,18800,39695,1.7733,1.7733,0.0,0.00012263,49.0
586,2,2,18900,39695,1.7936,1.7936,0.0,0.00012198,48.0
587,2,2,19000,39695,1.9452,1.9452,0.0,0.00012133,48.0
588,2,2,19100,39695,1.8822,1.8822,0.0,0.00012068,48.0
589,2,2,19200,39695,1.8247,1.8247,0.0,0.00012003,48.0
590,2,2,19300,39695,2.0847,2.0847,0.0,0.00011938,47.0
591,2,2,19400,39695,1.8345,1.8345,0.0,0.00011874,47.0
592,2,2,19500,39695,1.9004,1.9004,0.0,0.0001181,47.0
593,2,2,19600,39695,1.9625,1.9625,0.0,0.00011747,47.0
594,2,2,19700,39695,1.7905,1.7905,0.0,0.00011683,46.0
595,2,2,19800,39695,2.0376,2.0376,0.0,0.0001162,46.0
596,2,2,19900,39695,1.9898,1.9898,0.0,0.00011557,46.0
597,2,2,20000,39695,1.8331,1.8331,0.0,0.00011494,46.0
598,2,2,20100,39695,1.9076,1.9076,0.0,0.00011432,46.0
599,2,2,20200,39695,1.8632,1.8632,0.0,0.0001137,45.0
600,2,2,20300,39695,1.9204,1.9204,0.0,0.00011308,45.0
601,2,2,20400,39695,2.0009,2.0009,0.0,0.00011246,45.0
602,2,2,20500,39695,1.9341,1.9341,0.0,0.00011185,45.0
603,2,2,20600,39695,2.0959,2.0959,0.0,0.00011123,44.0
604,2,2,20700,39695,1.8981,1.8981,0.0,0.00011063,44.0
605,2,2,20800,39695,1.9953,1.9953,0.0,0.00011002,44.0
606,2,2,20900,39695,1.8046,1.8046,0.0,0.00010941,44.0
607,2,2,21000,39695,2.05,2.05,0.0,0.00010881,43.0
608,2,2,21100,39695,2.0108,2.0108,0.0,0.00010821,43.0
609,2,2,21200,39695,2.0682,2.0682,0.0,0.00010762,43.0
610,2,2,21300,39695,1.9794,1.9794,0.0,0.00010702,43.0
611,2,2,21400,39695,1.877,1.877,0.0,0.00010643,42.0
612,2,2,21500,39695,2.032,2.032,0.0,0.00010584,42.0
613,2,2,21600,39695,1.9822,1.9822,0.0,0.00010526,42.0
614,2,2,21700,39695,1.9416,1.9416,0.0,0.00010468,42.0
615,2,2,21800,39695,1.9293,1.9293,0.0,0.0001041,42.0
616,2,2,21900,39695,1.9813,1.9813,0.0,0.00010352,41.0
617,2,2,22000,39695,1.8828,1.8828,0.0,0.00010294,41.0
618,2,2,22100,39695,1.9028,1.9028,0.0,0.00010237,41.0
619,2,2,22200,39695,1.9118,1.9118,0.0,0.0001018,41.0
620,2,2,22300,39695,1.892,1.892,0.0,0.00010123,40.0
621,2,2,22400,39695,1.8762,1.8762,0.0,0.00010067,40.0
622,2,2,22500,39695,1.9655,1.9655,0.0,0.00010011,40.0
623,2,2,22600,39695,1.9708,1.9708,0.0,9.955e-05,40.0
624,2,2,22700,39695,1.9089,1.9089,0.0,9.899e-05,39.0
625,2,2,22800,39695,1.7418,1.7418,0.0,9.844e-05,39.0
626,2,2,22900,39695,2.0011,2.0011,0.0,9.789e-05,39.0
627,2,2,23000,39695,2.0363,2.0363,0.0,9.734e-05,39.0
628,2,2,23100,39695,1.8836,1.8836,0.0,9.68e-05,39.0
629,2,2,23200,39695,2.0866,2.0866,0.0,9.625e-05,38.0
630,2,2,23300,39695,1.9168,1.9168,0.0,9.571e-05,38.0
631,2,2,23400,39695,1.9227,1.9227,0.0,9.518e-05,38.0
632,2,2,23500,39695,2.0584,2.0584,0.0,9.464e-05,38.0
633,2,2,23600,39695,1.8715,1.8715,0.0,9.411e-05,37.0
634,2,2,23700,39695,2.0432,2.0432,0.0,9.359e-05,37.0
635,2,2,23800,39695,1.8653,1.8653,0.0,9.306e-05,37.0
636,2,2,23900,39695,1.8611,1.8611,0.0,9.254e-05,37.0
637,2,2,24000,39695,1.6717,1.6717,0.0,9.202e-05,36.0
638,2,2,24100,39695,1.9062,1.9062,0.0,9.15e-05,36.0
639,2,2,24200,39695,2.0004,2.0004,0.0,9.099e-05,36.0
640,2,2,24300,39695,1.9805,1.9805,0.0,9.048e-05,36.0
641,2,2,24400,39695,1.9872,1.9872,0.0,8.997e-05,35.0
642,2,2,24500,39695,1.9591,1.9591,0.0,8.946e-05,35.0
643,2,2,24600,39695,1.8372,1.8372,0.0,8.896e-05,35.0
644,2,2,24700,39695,2.0318,2.0318,0.0,8.846e-05,35.0
645,2,2,24800,39695,1.9643,1.9643,0.0,8.797e-05,34.0
646,2,2,24900,39695,1.9131,1.9131,0.0,8.747e-05,34.0
647,2,2,25000,39695,1.8922,1.8922,0.0,8.698e-05,34.0
648,2,2,25100,39695,1.7693,1.7693,0.0,8.649e-05,34.0
649,2,2,25200,39695,1.9183,1.9183,0.0,8.601e-05,34.0
650,2,2,25300,39695,1.8708,1.8708,0.0,8.553e-05,33.0
651,2,2,25400,39695,1.9536,1.9536,0.0,8.505e-05,33.0
652,2,2,25500,39695,1.8671,1.8671,0.0,8.457e-05,33.0
653,2,2,25600,39695,1.7507,1.7507,0.0,8.41e-05,33.0
654,2,2,25700,39695,2.0963,2.0963,0.0,8.363e-05,32.0
655,2,2,25800,39695,2.0832,2.0832,0.0,8.316e-05,32.0
656,2,2,25900,39695,1.8218,1.8218,0.0,8.27e-05,32.0
657,2,2,26000,39695,2.0401,2.0401,0.0,8.224e-05,32.0
658,2,2,26100,39695,1.9286,1.9286,0.0,8.178e-05,31.0
659,2,2,26200,39695,2.0841,2.0841,0.0,8.133e-05,31.0
660,2,2,26300,39695,1.9032,1.9032,0.0,8.088e-05,31.0
661,2,2,26400,39695,1.9212,1.9212,0.0,8.043e-05,31.0
662,2,2,26500,39695,1.8108,1.8108,0.0,7.998e-05,31.0
663,2,2,26600,39695,1.9448,1.9448,0.0,7.954e-05,30.0
664,2,2,26700,39695,1.6424,1.6424,0.0,7.91e-05,30.0
665,2,2,26800,39695,2.0117,2.0117,0.0,7.866e-05,30.0
666,2,2,26900,39695,1.7387,1.7387,0.0,7.823e-05,30.0
667,2,2,27000,39695,1.8616,1.8616,0.0,7.78e-05,29.0
668,2,2,27100,39695,1.9644,1.9644,0.0,7.737e-05,29.0
669,2,2,27200,39695,1.9295,1.9295,0.0,7.695e-05,29.0
670,2,2,27300,39695,1.9748,1.9748,0.0,7.653e-05,29.0
671,2,2,27400,39695,1.9459,1.9459,0.0,7.611e-05,28.0
672,2,2,27500,39695,1.9635,1.9635,0.0,7.569e-05,28.0
673,2,2,27600,39695,1.9443,1.9443,0.0,7.528e-05,28.0
674,2,2,27700,39695,1.9148,1.9148,0.0,7.487e-05,28.0
675,2,2,27800,39695,1.9082,1.9082,0.0,7.447e-05,27.0
676,2,2,27900,39695,2.0198,2.0198,0.0,7.407e-05,27.0
677,2,2,28000,39695,1.8526,1.8526,0.0,7.367e-05,27.0
678,2,2,28100,39695,1.8877,1.8877,0.0,7.327e-05,27.0
679,2,2,28200,39695,1.9958,1.9958,0.0,7.288e-05,27.0
680,2,2,28300,39695,2.0362,2.0362,0.0,7.249e-05,26.0
681,2,2,28400,39695,1.8026,1.8026,0.0,7.21e-05,26.0
682,2,2,28500,39695,1.9892,1.9892,0.0,7.172e-05,26.0
683,2,2,28600,39695,1.9566,1.9566,0.0,7.134e-05,26.0
684,2,2,28700,39695,1.8718,1.8718,0.0,7.096e-05,25.0
685,2,2,28800,39695,1.9607,1.9607,0.0,7.059e-05,25.0
686,2,2,28900,39695,1.7523,1.7523,0.0,7.022e-05,25.0
687,2,2,29000,39695,1.8098,1.8098,0.0,6.985e-05,25.0
688,2,2,29100,39695,1.9555,1.9555,0.0,6.949e-05,24.0
689,2,2,29200,39695,1.7637,1.7637,0.0,6.913e-05,24.0
690,2,2,29300,39695,1.9764,1.9764,0.0,6.877e-05,24.0
691,2,2,29400,39695,2.0085,2.0085,0.0,6.841e-05,24.0
692,2,2,29500,39695,1.8546,1.8546,0.0,6.806e-05,23.0
693,2,2,29600,39695,2.0843,2.0843,0.0,6.772e-05,23.0
694,2,2,29700,39695,1.8989,1.8989,0.0,6.737e-05,23.0
695,2,2,29800,39695,1.7752,1.7752,0.0,6.703e-05,23.0
696,2,2,29900,39695,1.9174,1.9174,0.0,6.669e-05,23.0
697,2,2,30000,39695,1.728,1.728,0.0,6.636e-05,22.0
698,2,2,30100,39695,1.9848,1.9848,0.0,6.602e-05,22.0
699,2,2,30200,39695,2.0458,2.0458,0.0,6.57e-05,22.0
700,2,2,30300,39695,1.9906,1.9906,0.0,6.537e-05,22.0
701,2,2,30400,39695,1.8705,1.8705,0.0,6.505e-05,21.0
702,2,2,30500,39695,2.1185,2.1185,0.0,6.473e-05,21.0
703,2,2,30600,39695,1.7364,1.7364,0.0,6.442e-05,21.0
704,2,2,30700,39695,2.0452,2.0452,0.0,6.41e-05,21.0
705,2,2,30800,39695,1.8712,1.8712,0.0,6.38e-05,20.0
706,2,2,30900,39695,2.1307,2.1307,0.0,6.349e-05,20.0
707,2,2,31000,39695,1.8868,1.8868,0.0,6.319e-05,20.0
708,2,2,31100,39695,1.9187,1.9187,0.0,6.289e-05,20.0
709,2,2,31200,39695,1.8889,1.8889,0.0,6.259e-05,19.0
710,2,2,31300,39695,1.6967,1.6967,0.0,6.23e-05,19.0
711,2,2,31400,39695,1.8795,1.8795,0.0,6.201e-05,19.0
712,2,2,31500,39695,2.0273,2.0273,0.0,6.173e-05,19.0
713,2,2,31600,39695,2.1163,2.1163,0.0,6.145e-05,19.0
714,2,2,31700,39695,1.8474,1.8474,0.0,6.117e-05,18.0
715,2,2,31800,39695,1.8452,1.8452,0.0,6.089e-05,18.0
716,2,2,31900,39695,1.8378,1.8378,0.0,6.062e-05,18.0
717,2,2,32000,39695,2.0307,2.0307,0.0,6.035e-05,18.0
718,2,2,32100,39695,1.8693,1.8693,0.0,6.009e-05,17.0
719,2,2,32200,39695,2.0373,2.0373,0.0,5.982e-05,17.0
720,2,2,32300,39695,2.0793,2.0793,0.0,5.957e-05,17.0
721,2,2,32400,39695,2.015,2.015,0.0,5.931e-05,17.0
722,2,2,32500,39695,2.0441,2.0441,0.0,5.906e-05,16.0
723,2,2,32600,39695,2.085,2.085,0.0,5.881e-05,16.0
724,2,2,32700,39695,1.8246,1.8246,0.0,5.856e-05,16.0
725,2,2,32800,39695,1.9578,1.9578,0.0,5.832e-05,16.0
726,2,2,32900,39695,1.7901,1.7901,0.0,5.809e-05,15.0
727,2,2,33000,39695,1.7925,1.7925,0.0,5.785e-05,15.0
728,2,2,33100,39695,1.7981,1.7981,0.0,5.762e-05,15.0
729,2,2,33200,39695,1.9953,1.9953,0.0,5.739e-05,15.0
730,2,2,33300,39695,1.8781,1.8781,0.0,5.717e-05,15.0
731,2,2,33400,39695,2.0129,2.0129,0.0,5.694e-05,14.0
732,2,2,33500,39695,1.8266,1.8266,0.0,5.673e-05,14.0
733,2,2,33600,39695,1.7271,1.7271,0.0,5.651e-05,14.0
734,2,2,33700,39695,1.646,1.646,0.0,5.63e-05,14.0
735,2,2,33800,39695,1.9888,1.9888,0.0,5.609e-05,13.0
736,2,2,33900,39695,1.9214,1.9214,0.0,5.589e-05,13.0
737,2,2,34000,39695,1.8229,1.8229,0.0,5.569e-05,13.0
738,2,2,34100,39695,1.8483,1.8483,0.0,5.549e-05,13.0
739,2,2,34200,39695,2.0388,2.0388,0.0,5.53e-05,12.0
740,2,2,34300,39695,1.9086,1.9086,0.0,5.511e-05,12.0
741,2,2,34400,39695,1.8683,1.8683,0.0,5.492e-05,12.0
742,2,2,34500,39695,1.7449,1.7449,0.0,5.474e-05,12.0
743,2,2,34600,39695,1.7999,1.7999,0.0,5.456e-05,11.0
744,2,2,34700,39695,1.9372,1.9372,0.0,5.438e-05,11.0
745,2,2,34800,39695,1.8513,1.8513,0.0,5.421e-05,11.0
746,2,2,34900,39695,1.8421,1.8421,0.0,5.404e-05,11.0
747,2,2,35000,39695,2.0165,2.0165,0.0,5.387e-05,11.0
748,2,2,35100,39695,1.9387,1.9387,0.0,5.371e-05,10.0
749,2,2,35200,39695,1.8136,1.8136,0.0,5.355e-05,10.0
750,2,2,35300,39695,2.0399,2.0399,0.0,5.339e-05,10.0
751,2,2,35400,39695,1.7772,1.7772,0.0,5.324e-05,10.0
752,2,2,35500,39695,1.8318,1.8318,0.0,5.309e-05,9.0
753,2,2,35600,39695,1.9948,1.9948,0.0,5.295e-05,9.0
754,2,2,35700,39695,1.8341,1.8341,0.0,5.281e-05,9.0
755,2,2,35800,39695,1.8096,1.8096,0.0,5.267e-05,9.0
756,2,2,35900,39695,1.9502,1.9502,0.0,5.253e-05,8.0
757,2,2,36000,39695,1.8669,1.8669,0.0,5.24e-05,8.0
758,2,2,36100,39695,1.9056,1.9056,0.0,5.227e-05,8.0
759,2,2,36200,39695,1.8271,1.8271,0.0,5.215e-05,8.0
760,2,2,36300,39695,1.9927,1.9927,0.0,5.203e-05,7.0
761,2,2,36400,39695,1.8734,1.8734,0.0,5.191e-05,7.0
762,2,2,36500,39695,1.9029,1.9029,0.0,5.18e-05,7.0
763,2,2,36600,39695,1.9656,1.9656,0.0,5.169e-05,7.0
764,2,2,36700,39695,1.8573,1.8573,0.0,5.158e-05,7.0
765,2,2,36800,39695,1.8464,1.8464,0.0,5.147e-05,6.0
766,2,2,36900,39695,1.6898,1.6898,0.0,5.137e-05,6.0
767,2,2,37000,39695,1.8258,1.8258,0.0,5.128e-05,6.0
768,2,2,37100,39695,1.6379,1.6379,0.0,5.119e-05,6.0
